order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
22879,S31,287,Air,4300,0.4,Peak,0.24,23,40,24,Normal,Low Risk,Medium,Short Distance
22880,S34,82,Train,1534,0.46,Monsoon,0.03,8,46,3,Normal,Low Risk,Short,Short Distance
22881,S45,1448,Train,4096,0.98,Monsoon,0.28,35,98,28,Critical,Medium Risk,Long,Medium Distance
22882,S23,1749,Truck,3575,0.35,Monsoon,0.48,45,35,48,Normal,High Risk,Long,Long Distance
22883,S40,231,Train,2171,0.49,Peak,0.34,14,49,34,Normal,Medium Risk,Short,Short Distance
22884,S1,112,Ship,4159,0.26,Normal,0.5,9,26,50,Normal,High Risk,Short,Short Distance
22885,S4,506,Air,4637,0.4,Monsoon,0.07,33,40,7,Normal,Low Risk,Long,Short Distance
22886,S20,571,Truck,2445,0.68,Normal,0.36,20,68,36,High,Medium Risk,Medium,Short Distance
22887,S28,810,Air,834,0.45,Normal,0.39,49,45,39,Normal,Medium Risk,Long,Medium Distance
22888,S9,1817,Air,4903,0.49,Normal,0.48,100,49,48,Normal,High Risk,Very Long,Long Distance
22889,S6,1276,Air,2339,0.78,Normal,0.21,71,78,21,High,Low Risk,Very Long,Medium Distance
22890,S15,1730,Ship,3699,0.58,Monsoon,0.37,28,58,37,Normal,Medium Risk,Medium,Long Distance
22891,S43,1578,Ship,4788,0.62,Monsoon,0.48,27,62,48,High,High Risk,Medium,Long Distance
22892,S3,1639,Train,1933,0.24,Peak,0.25,34,24,25,Normal,Medium Risk,Long,Long Distance
22893,S3,1140,Train,1400,0.64,Monsoon,0.02,26,64,2,High,Low Risk,Medium,Medium Distance
22894,S17,1560,Train,258,0.99,Monsoon,0.09,35,99,9,Critical,Low Risk,Long,Long Distance
22895,S26,325,Ship,2689,0.26,Normal,0.58,12,26,58,Normal,High Risk,Short,Short Distance
22896,S27,879,Train,2438,0.5,Monsoon,0.17,23,50,17,Normal,Low Risk,Medium,Medium Distance
22897,S33,1064,Air,4583,0.83,Normal,0.48,65,83,48,Critical,High Risk,Very Long,Medium Distance
22898,S12,95,Air,106,0.2,Normal,0.46,12,20,46,Normal,High Risk,Short,Short Distance
22899,S16,730,Ship,1602,0.58,Normal,0.49,16,58,49,Normal,High Risk,Medium,Short Distance
22900,S22,393,Air,3624,0.19,Peak,0.36,29,19,36,Normal,Medium Risk,Medium,Short Distance
22901,S48,275,Air,4778,0.83,Monsoon,0.26,26,83,26,Critical,Medium Risk,Medium,Short Distance
22902,S28,1171,Ship,2651,0.32,Normal,0.22,18,32,22,Normal,Low Risk,Medium,Medium Distance
22903,S28,1320,Air,4936,0.98,Normal,0.01,73,98,1,Critical,Low Risk,Very Long,Medium Distance
22904,S6,1006,Air,2970,0.7,Normal,0.01,54,70,1,High,Low Risk,Long,Medium Distance
22905,S50,1360,Train,3555,0.43,Peak,0.45,31,43,45,Normal,High Risk,Long,Medium Distance
22906,S22,23,Train,2425,0.17,Peak,0.39,10,17,39,Normal,Medium Risk,Short,Short Distance
22907,S14,133,Truck,1462,0.13,Peak,0.18,11,13,18,Normal,Low Risk,Short,Short Distance
22908,S15,1113,Ship,1254,0.83,Normal,0.59,23,83,59,Critical,High Risk,Medium,Medium Distance
22909,S16,1803,Air,146,0.33,Monsoon,0.44,101,33,44,Normal,Medium Risk,Very Long,Long Distance
22910,S10,242,Train,208,0.84,Peak,0.23,13,84,23,Critical,Low Risk,Short,Short Distance
22911,S15,1123,Ship,329,0.47,Peak,0.29,21,47,29,Normal,Medium Risk,Medium,Medium Distance
22912,S18,349,Truck,1471,0.91,Normal,0.31,17,91,31,Critical,Medium Risk,Medium,Short Distance
22913,S37,797,Truck,1061,0.49,Normal,0.08,20,49,8,Normal,Low Risk,Medium,Medium Distance
22914,S18,653,Train,4550,0.61,Monsoon,0.22,20,61,22,High,Low Risk,Medium,Short Distance
22915,S32,1321,Air,936,0.31,Normal,0.36,72,31,36,Normal,Medium Risk,Very Long,Medium Distance
22916,S25,625,Train,360,0.52,Peak,0.27,19,52,27,Normal,Medium Risk,Medium,Short Distance
22917,S40,299,Train,839,0.19,Peak,0.32,13,19,32,Normal,Medium Risk,Short,Short Distance
22918,S48,727,Ship,1517,0.95,Normal,0.43,18,95,43,Critical,Medium Risk,Medium,Short Distance
22919,S9,1429,Air,982,0.18,Normal,0.37,79,18,37,Normal,Medium Risk,Very Long,Medium Distance
22920,S15,1122,Train,4647,0.56,Normal,0.12,24,56,12,Normal,Low Risk,Medium,Medium Distance
22921,S7,1139,Air,3643,0.46,Monsoon,0.09,64,46,9,Normal,Low Risk,Very Long,Medium Distance
22922,S4,1263,Ship,3265,0.34,Normal,0.22,19,34,22,Normal,Low Risk,Medium,Medium Distance
22923,S31,612,Ship,4269,0.47,Normal,0.48,16,47,48,Normal,High Risk,Medium,Short Distance
22924,S39,1826,Truck,4115,0.77,Normal,0.08,43,77,8,High,Low Risk,Long,Long Distance
22925,S30,274,Train,4349,0.37,Normal,0.38,13,37,38,Normal,Medium Risk,Short,Short Distance
22926,S45,1987,Air,365,0.71,Monsoon,0.09,110,71,9,High,Low Risk,Very Long,Long Distance
22927,S8,57,Air,4007,0.43,Normal,0.5,13,43,50,Normal,High Risk,Short,Short Distance
22928,S42,1180,Train,1319,0.12,Monsoon,0.35,26,12,35,Normal,Medium Risk,Medium,Medium Distance
22929,S17,1967,Ship,1598,0.96,Monsoon,0.47,33,96,47,Critical,High Risk,Long,Long Distance
22930,S8,1367,Train,1082,0.69,Normal,0.24,26,69,24,High,Low Risk,Medium,Medium Distance
22931,S42,1863,Ship,2852,0.39,Monsoon,0.39,28,39,39,Normal,Medium Risk,Medium,Long Distance
22932,S33,269,Train,934,0.96,Monsoon,0.56,21,96,56,Critical,High Risk,Medium,Short Distance
22933,S21,1154,Train,2222,0.73,Monsoon,0.55,32,73,55,High,High Risk,Long,Medium Distance
22934,S34,1720,Ship,3929,0.15,Normal,0.06,22,15,6,Normal,Low Risk,Medium,Long Distance
22935,S15,1238,Truck,298,0.69,Monsoon,0.52,38,69,52,High,High Risk,Long,Medium Distance
22936,S5,678,Truck,1547,0.29,Normal,0.18,19,29,18,Normal,Low Risk,Medium,Short Distance
22937,S29,919,Train,3059,0.9,Normal,0.09,21,90,9,Critical,Low Risk,Medium,Medium Distance
22938,S9,855,Ship,4307,0.22,Peak,0.05,15,22,5,Normal,Low Risk,Medium,Medium Distance
22939,S17,113,Air,2896,0.58,Normal,0.29,12,58,29,Normal,Medium Risk,Short,Short Distance
22940,S47,1233,Truck,980,0.57,Normal,0.01,31,57,1,Normal,Low Risk,Long,Medium Distance
22941,S46,566,Ship,4824,0.93,Peak,0.58,19,93,58,Critical,High Risk,Medium,Short Distance
22942,S6,554,Truck,2725,0.25,Peak,0.5,23,25,50,Normal,High Risk,Medium,Short Distance
22943,S48,849,Ship,1610,0.97,Normal,0.33,19,97,33,Critical,Medium Risk,Medium,Medium Distance
22944,S4,519,Ship,1441,0.18,Monsoon,0.11,14,18,11,Normal,Low Risk,Short,Short Distance
22945,S2,298,Train,1449,0.13,Peak,0.46,13,13,46,Normal,High Risk,Short,Short Distance
22946,S9,1335,Air,1690,0.99,Monsoon,0.4,79,99,40,Critical,Medium Risk,Very Long,Medium Distance
22947,S25,320,Air,1780,0.6,Monsoon,0.49,28,60,49,High,High Risk,Medium,Short Distance
22948,S45,740,Train,2187,0.86,Monsoon,0.6,26,86,60,Critical,High Risk,Medium,Short Distance
22949,S39,1707,Air,2534,0.71,Normal,0.32,95,71,32,High,Medium Risk,Very Long,Long Distance
22950,S1,1462,Air,3121,0.83,Normal,0.19,82,83,19,Critical,Low Risk,Very Long,Medium Distance
22951,S20,1571,Ship,3243,0.93,Monsoon,0.39,28,93,39,Critical,Medium Risk,Medium,Long Distance
22952,S37,1680,Air,2171,0.41,Peak,0.16,91,41,16,Normal,Low Risk,Very Long,Long Distance
22953,S32,1105,Train,4208,0.91,Normal,0.59,27,91,59,Critical,High Risk,Medium,Medium Distance
22954,S24,1955,Air,1065,0.52,Monsoon,0.5,111,52,50,Normal,High Risk,Very Long,Long Distance
22955,S12,933,Ship,4723,0.97,Normal,0.16,18,97,16,Critical,Low Risk,Medium,Medium Distance
22956,S10,823,Train,1494,0.49,Peak,0.35,22,49,35,Normal,Medium Risk,Medium,Medium Distance
22957,S24,961,Truck,1853,0.4,Peak,0.21,26,40,21,Normal,Low Risk,Medium,Medium Distance
22958,S10,1339,Ship,1456,0.25,Normal,0.34,20,25,34,Normal,Medium Risk,Medium,Medium Distance
22959,S8,1700,Train,4028,0.83,Monsoon,0.41,38,83,41,Critical,Medium Risk,Long,Long Distance
22960,S10,118,Ship,3606,0.75,Peak,0.24,10,75,24,High,Low Risk,Short,Short Distance
22961,S19,1001,Ship,3523,0.28,Normal,0.44,19,28,44,Normal,Medium Risk,Medium,Medium Distance
22962,S45,1497,Air,276,0.5,Monsoon,0.42,88,50,42,Normal,Medium Risk,Very Long,Medium Distance
22963,S14,413,Ship,3531,0.77,Peak,0.38,16,77,38,High,Medium Risk,Medium,Short Distance
22964,S3,1684,Train,147,0.5,Monsoon,0.48,36,50,48,Normal,High Risk,Long,Long Distance
22965,S41,733,Air,2244,0.64,Normal,0.21,45,64,21,High,Low Risk,Long,Short Distance
22966,S14,485,Truck,2905,0.87,Peak,0.4,22,87,40,Critical,Medium Risk,Medium,Short Distance
22967,S16,1708,Air,724,0.22,Peak,0.31,93,22,31,Normal,Medium Risk,Very Long,Long Distance
22968,S22,1250,Ship,3844,0.57,Normal,0.48,21,57,48,Normal,High Risk,Medium,Medium Distance
22969,S17,1167,Ship,710,0.83,Normal,0.13,19,83,13,Critical,Low Risk,Medium,Medium Distance
22970,S44,171,Air,1147,0.35,Monsoon,0.34,19,35,34,Normal,Medium Risk,Medium,Short Distance
22971,S28,316,Train,1505,0.78,Peak,0.33,16,78,33,High,Medium Risk,Medium,Short Distance
22972,S27,913,Ship,1279,0.9,Normal,0.5,22,90,50,Critical,High Risk,Medium,Medium Distance
22973,S39,1884,Air,808,0.7,Monsoon,0.32,105,70,32,High,Medium Risk,Very Long,Long Distance
22974,S44,766,Train,662,0.8,Normal,0.37,22,80,37,Critical,Medium Risk,Medium,Medium Distance
22975,S40,1832,Truck,1603,0.46,Normal,0.41,44,46,41,Normal,Medium Risk,Long,Long Distance
22976,S10,767,Truck,1584,0.63,Normal,0.14,21,63,14,High,Low Risk,Medium,Medium Distance
22977,S17,1097,Train,437,0.79,Monsoon,0.48,29,79,48,High,High Risk,Medium,Medium Distance
22978,S3,1898,Truck,3644,0.77,Normal,0.24,46,77,24,High,Low Risk,Long,Long Distance
22979,S35,1732,Train,866,0.97,Peak,0.43,41,97,43,Critical,Medium Risk,Long,Long Distance
22980,S41,1668,Air,2719,0.77,Monsoon,0.41,95,77,41,High,Medium Risk,Very Long,Long Distance
22981,S47,830,Train,2676,0.75,Peak,0.21,22,75,21,High,Low Risk,Medium,Medium Distance
22982,S50,133,Air,341,0.61,Monsoon,0.6,20,61,60,High,High Risk,Medium,Short Distance
22983,S11,671,Train,2112,0.34,Normal,0.08,15,34,8,Normal,Low Risk,Medium,Short Distance
22984,S41,187,Ship,3715,0.72,Monsoon,0.41,13,72,41,High,Medium Risk,Short,Short Distance
22985,S23,1497,Truck,1751,0.25,Monsoon,0.3,39,25,30,Normal,Medium Risk,Long,Medium Distance
22986,S42,1776,Train,4761,0.55,Monsoon,0.18,38,55,18,Normal,Low Risk,Long,Long Distance
22987,S21,16,Truck,3184,0.85,Peak,0.03,9,85,3,Critical,Low Risk,Short,Short Distance
22988,S15,246,Train,2301,0.64,Peak,0.22,14,64,22,High,Low Risk,Short,Short Distance
22989,S33,1117,Ship,3348,0.95,Monsoon,0.26,23,95,26,Critical,Medium Risk,Medium,Medium Distance
22990,S33,1948,Train,2520,0.47,Monsoon,0.21,38,47,21,Normal,Low Risk,Long,Long Distance
22991,S30,590,Train,1797,0.92,Peak,0.59,22,92,59,Critical,High Risk,Medium,Short Distance
22992,S34,1612,Train,1035,1,Normal,0.57,37,100,57,Critical,High Risk,Long,Long Distance
22993,S29,1788,Ship,1202,0.34,Peak,0.56,28,34,56,Normal,High Risk,Medium,Long Distance
22994,S35,1886,Air,1781,0.94,Monsoon,0.45,109,94,45,Critical,High Risk,Very Long,Long Distance
22995,S5,1942,Air,1163,0.14,Normal,0.02,99,14,2,Normal,Low Risk,Very Long,Long Distance
22996,S15,1023,Train,4271,0.91,Monsoon,0.28,27,91,28,Critical,Medium Risk,Medium,Medium Distance
22997,S13,491,Train,4472,0.48,Peak,0.5,18,48,50,Normal,High Risk,Medium,Short Distance
22998,S13,891,Ship,2083,0.77,Peak,0.01,16,77,1,High,Low Risk,Medium,Medium Distance
22999,S1,1234,Ship,3946,0.72,Monsoon,0.57,26,72,57,High,High Risk,Medium,Medium Distance
23000,S35,1351,Train,2050,0.69,Peak,0.48,32,69,48,High,High Risk,Long,Medium Distance
23001,S11,283,Air,4475,0.14,Normal,0.55,23,14,55,Normal,High Risk,Medium,Short Distance
23002,S36,1444,Ship,1475,0.96,Monsoon,0.53,31,96,53,Critical,High Risk,Long,Medium Distance
23003,S49,162,Truck,1184,0.75,Monsoon,0.12,15,75,12,High,Low Risk,Medium,Short Distance
23004,S22,914,Train,1979,0.97,Monsoon,0.13,25,97,13,Critical,Low Risk,Medium,Medium Distance
23005,S31,47,Ship,138,0.31,Monsoon,0.12,7,31,12,Normal,Low Risk,Short,Short Distance
23006,S28,1020,Air,1570,0.15,Monsoon,0.03,58,15,3,Normal,Low Risk,Long,Medium Distance
23007,S39,1545,Air,2782,0.94,Peak,0.02,86,94,2,Critical,Low Risk,Very Long,Long Distance
23008,S10,771,Train,2106,0.44,Peak,0.58,22,44,58,Normal,High Risk,Medium,Medium Distance
23009,S49,1347,Truck,407,0.86,Peak,0.15,35,86,15,Critical,Low Risk,Long,Medium Distance
23010,S37,1918,Ship,2367,0.96,Normal,0.4,31,96,40,Critical,Medium Risk,Long,Long Distance
23011,S17,1187,Ship,4785,0.52,Peak,0.42,23,52,42,Normal,Medium Risk,Medium,Medium Distance
23012,S10,1082,Ship,1349,0.29,Peak,0.17,20,29,17,Normal,Low Risk,Medium,Medium Distance
23013,S13,646,Truck,4025,0.56,Normal,0.3,23,56,30,Normal,Medium Risk,Medium,Short Distance
23014,S33,989,Ship,1776,0.51,Monsoon,0.1,18,51,10,Normal,Low Risk,Medium,Medium Distance
23015,S48,894,Train,3682,0.13,Peak,0.25,20,13,25,Normal,Medium Risk,Medium,Medium Distance
23016,S33,675,Air,3416,0.41,Normal,0.49,43,41,49,Normal,High Risk,Long,Short Distance
23017,S19,1866,Truck,377,0.41,Monsoon,0.35,47,41,35,Normal,Medium Risk,Long,Long Distance
23018,S50,272,Train,2722,0.84,Normal,0.14,12,84,14,Critical,Low Risk,Short,Short Distance
23019,S2,122,Train,3281,0.89,Monsoon,0.58,17,89,58,Critical,High Risk,Medium,Short Distance
23020,S27,299,Ship,2229,0.69,Normal,0.41,12,69,41,High,Medium Risk,Short,Short Distance
23021,S8,924,Train,4015,0.99,Peak,0.26,26,99,26,Critical,Medium Risk,Medium,Medium Distance
23022,S19,259,Ship,1275,0.76,Monsoon,0.09,12,76,9,High,Low Risk,Short,Short Distance
23023,S45,512,Train,860,0.96,Normal,0.33,17,96,33,Critical,Medium Risk,Medium,Short Distance
23024,S47,1471,Ship,2267,0.66,Normal,0.43,24,66,43,High,Medium Risk,Medium,Medium Distance
23025,S4,1123,Air,974,0.88,Peak,0.6,71,88,60,Critical,High Risk,Very Long,Medium Distance
23026,S9,287,Air,271,0.38,Monsoon,0.28,23,38,28,Normal,Medium Risk,Medium,Short Distance
23027,S22,1831,Ship,77,0.21,Monsoon,0.46,28,21,46,Normal,High Risk,Medium,Long Distance
23028,S19,1660,Train,280,0.36,Peak,0.46,36,36,46,Normal,High Risk,Long,Long Distance
23029,S35,1219,Truck,2473,0.13,Monsoon,0.51,34,13,51,Normal,High Risk,Long,Medium Distance
23030,S12,996,Air,1787,0.39,Monsoon,0.37,58,39,37,Normal,Medium Risk,Long,Medium Distance
23031,S34,987,Ship,142,0.21,Normal,0.48,18,21,48,Normal,High Risk,Medium,Medium Distance
23032,S21,961,Truck,2727,0.52,Monsoon,0.15,28,52,15,Normal,Low Risk,Medium,Medium Distance
23033,S18,590,Ship,365,0.4,Normal,0.58,17,40,58,Normal,High Risk,Medium,Short Distance
23034,S5,702,Truck,1049,0.88,Normal,0.54,27,88,54,Critical,High Risk,Medium,Short Distance
23035,S42,1370,Air,201,0.98,Monsoon,0.48,83,98,48,Critical,High Risk,Very Long,Medium Distance
23036,S3,779,Train,2108,0.41,Peak,0.5,22,41,50,Normal,High Risk,Medium,Medium Distance
23037,S46,1894,Ship,139,0.58,Peak,0.23,28,58,23,Normal,Low Risk,Medium,Long Distance
23038,S28,1001,Train,1332,0.65,Monsoon,0.41,27,65,41,High,Medium Risk,Medium,Medium Distance
23039,S27,487,Truck,1276,0.6,Monsoon,0.11,17,60,11,High,Low Risk,Medium,Short Distance
23040,S27,1513,Air,2207,0.55,Monsoon,0.3,86,55,30,Normal,Medium Risk,Very Long,Long Distance
23041,S12,1375,Train,4564,0.38,Peak,0.39,31,38,39,Normal,Medium Risk,Long,Medium Distance
23042,S19,1750,Train,4583,0.29,Normal,0.36,31,29,36,Normal,Medium Risk,Long,Long Distance
23043,S43,507,Ship,3043,0.11,Peak,0.48,13,11,48,Normal,High Risk,Short,Short Distance
23044,S6,798,Train,899,0.65,Monsoon,0.16,22,65,16,High,Low Risk,Medium,Medium Distance
23045,S18,524,Truck,803,0.29,Peak,0.17,18,29,17,Normal,Low Risk,Medium,Short Distance
23046,S7,1989,Air,4317,0.5,Monsoon,0.52,113,50,52,Normal,High Risk,Very Long,Long Distance
23047,S31,1650,Train,329,0.11,Peak,0.54,36,11,54,Normal,High Risk,Long,Long Distance
23048,S15,526,Ship,2456,0.73,Normal,0.3,14,73,30,High,Medium Risk,Short,Short Distance
23049,S15,1918,Train,1051,0.53,Monsoon,0.03,36,53,3,Normal,Low Risk,Long,Long Distance
23050,S48,1765,Train,3650,0.75,Peak,0.01,35,75,1,High,Low Risk,Long,Long Distance
23051,S47,52,Ship,841,0.26,Monsoon,0.38,11,26,38,Normal,Medium Risk,Short,Short Distance
23052,S43,146,Air,3847,0.49,Normal,0.28,15,49,28,Normal,Medium Risk,Medium,Short Distance
23053,S43,1136,Train,4091,0.94,Normal,0.2,24,94,20,Critical,Low Risk,Medium,Medium Distance
23054,S49,893,Truck,3317,0.29,Peak,0.21,25,29,21,Normal,Low Risk,Medium,Medium Distance
23055,S34,1755,Air,2582,1,Normal,0.5,101,100,50,Critical,High Risk,Very Long,Long Distance
23056,S34,1828,Truck,3665,0.51,Peak,0.52,50,51,52,Normal,High Risk,Long,Long Distance
23057,S3,1057,Air,4593,0.11,Monsoon,0.36,64,11,36,Normal,Medium Risk,Very Long,Medium Distance
23058,S1,71,Ship,628,0.6,Monsoon,0.48,14,60,48,High,High Risk,Short,Short Distance
23059,S38,617,Air,1420,0.16,Peak,0.42,39,16,42,Normal,Medium Risk,Long,Short Distance
23060,S32,865,Ship,3058,0.89,Peak,0.12,19,89,12,Critical,Low Risk,Medium,Medium Distance
23061,S1,1648,Ship,255,0.76,Peak,0.49,29,76,49,High,High Risk,Medium,Long Distance
23062,S37,440,Truck,1621,0.98,Peak,0.52,24,98,52,Critical,High Risk,Medium,Short Distance
23063,S49,1130,Truck,3207,0.9,Normal,0.37,34,90,37,Critical,Medium Risk,Long,Medium Distance
23064,S25,939,Ship,4785,0.39,Monsoon,0.1,17,39,10,Normal,Low Risk,Medium,Medium Distance
23065,S50,1364,Ship,3290,0.81,Peak,0.52,27,81,52,Critical,High Risk,Medium,Medium Distance
23066,S42,1327,Train,607,0.63,Monsoon,0.05,30,63,5,High,Low Risk,Long,Medium Distance
23067,S1,1860,Truck,4159,0.84,Peak,0.07,46,84,7,Critical,Low Risk,Long,Long Distance
23068,S45,325,Train,1958,0.74,Normal,0.07,12,74,7,High,Low Risk,Short,Short Distance
23069,S36,748,Train,658,0.92,Peak,0.32,21,92,32,Critical,Medium Risk,Medium,Short Distance
23070,S43,621,Air,4679,0.53,Normal,0.49,42,53,49,Normal,High Risk,Long,Short Distance
23071,S50,1039,Air,4273,0.26,Peak,0.24,61,26,24,Normal,Low Risk,Very Long,Medium Distance
23072,S35,55,Truck,3945,0.33,Normal,0.12,7,33,12,Normal,Low Risk,Short,Short Distance
23073,S8,1489,Ship,477,0.31,Peak,0.46,25,31,46,Normal,High Risk,Medium,Medium Distance
23074,S10,631,Air,3426,0.49,Monsoon,0.47,44,49,47,Normal,High Risk,Long,Short Distance
23075,S29,864,Train,1288,0.69,Normal,0.37,22,69,37,High,Medium Risk,Medium,Medium Distance
23076,S22,409,Truck,2554,0.5,Normal,0.19,15,50,19,Normal,Low Risk,Medium,Short Distance
23077,S21,256,Truck,806,0.53,Peak,0.32,17,53,32,Normal,Medium Risk,Medium,Short Distance
23078,S16,765,Ship,1065,0.16,Peak,0.19,15,16,19,Normal,Low Risk,Medium,Medium Distance
23079,S24,193,Air,3966,0.19,Monsoon,0.12,17,19,12,Normal,Low Risk,Medium,Short Distance
23080,S25,1325,Air,861,0.58,Monsoon,0.53,80,58,53,Normal,High Risk,Very Long,Medium Distance
23081,S43,206,Train,4593,0.28,Monsoon,0.52,14,28,52,Normal,High Risk,Short,Short Distance
23082,S12,821,Train,4253,0.18,Peak,0.11,19,18,11,Normal,Low Risk,Medium,Medium Distance
23083,S22,192,Ship,2829,0.97,Normal,0.42,11,97,42,Critical,Medium Risk,Short,Short Distance
23084,S50,1603,Truck,4235,0.99,Peak,0.2,44,99,20,Critical,Low Risk,Long,Long Distance
23085,S16,30,Train,2474,0.32,Peak,0.3,9,32,30,Normal,Medium Risk,Short,Short Distance
23086,S20,920,Air,4414,0.12,Peak,0.55,55,12,55,Normal,High Risk,Long,Medium Distance
23087,S35,1060,Ship,2705,0.46,Monsoon,0.57,24,46,57,Normal,High Risk,Medium,Medium Distance
23088,S15,112,Train,3299,0.92,Peak,0.43,15,92,43,Critical,Medium Risk,Medium,Short Distance
23089,S2,44,Train,3162,0.68,Monsoon,0.57,15,68,57,High,High Risk,Medium,Short Distance
23090,S42,1576,Train,2840,0.21,Monsoon,0.21,33,21,21,Normal,Low Risk,Long,Long Distance
23091,S45,636,Truck,3165,0.49,Monsoon,0.03,19,49,3,Normal,Low Risk,Medium,Short Distance
23092,S3,1740,Air,1686,0.62,Peak,0.53,98,62,53,High,High Risk,Very Long,Long Distance
23093,S41,1545,Air,2688,0.66,Monsoon,0.41,90,66,41,High,Medium Risk,Very Long,Long Distance
23094,S44,686,Train,4076,0.6,Monsoon,0.31,21,60,31,High,Medium Risk,Medium,Short Distance
23095,S21,223,Truck,427,0.35,Peak,0.39,15,35,39,Normal,Medium Risk,Medium,Short Distance
23096,S25,827,Air,381,0.85,Peak,0.33,53,85,33,Critical,Medium Risk,Long,Medium Distance
23097,S34,261,Truck,4011,0.93,Normal,0.55,17,93,55,Critical,High Risk,Medium,Short Distance
23098,S22,1959,Truck,3525,0.34,Normal,0.34,47,34,34,Normal,Medium Risk,Long,Long Distance
23099,S36,1275,Truck,3874,0.55,Monsoon,0.54,39,55,54,Normal,High Risk,Long,Medium Distance
23100,S19,1440,Air,4448,0.9,Monsoon,0.28,84,90,28,Critical,Medium Risk,Very Long,Medium Distance
23101,S1,1391,Ship,2609,0.58,Normal,0.53,25,58,53,Normal,High Risk,Medium,Medium Distance
23102,S5,412,Truck,1164,0.37,Normal,0.26,16,37,26,Normal,Medium Risk,Medium,Short Distance
23103,S12,429,Train,289,0.22,Monsoon,0.47,18,22,47,Normal,High Risk,Medium,Short Distance
23104,S39,211,Air,4610,0.99,Peak,0.42,24,99,42,Critical,Medium Risk,Medium,Short Distance
23105,S25,176,Truck,1202,0.65,Peak,0.45,15,65,45,High,High Risk,Medium,Short Distance
23106,S9,755,Truck,4171,0.84,Normal,0.23,23,84,23,Critical,Low Risk,Medium,Medium Distance
23107,S17,1482,Train,2169,0.68,Peak,0.33,33,68,33,High,Medium Risk,Long,Medium Distance
23108,S30,1684,Train,3168,0.67,Monsoon,0.44,38,67,44,High,Medium Risk,Long,Long Distance
23109,S24,1980,Train,785,0.61,Monsoon,0.54,41,61,54,High,High Risk,Long,Long Distance
23110,S32,1171,Train,1746,0.24,Monsoon,0.16,24,24,16,Normal,Low Risk,Medium,Medium Distance
23111,S24,1231,Truck,2284,0.18,Peak,0.08,30,18,8,Normal,Low Risk,Long,Medium Distance
23112,S33,89,Air,1128,0.89,Monsoon,0.17,16,89,17,Critical,Low Risk,Medium,Short Distance
23113,S9,1621,Train,1598,0.14,Normal,0.34,30,14,34,Normal,Medium Risk,Long,Long Distance
23114,S28,1994,Truck,3337,0.39,Peak,0.48,53,39,48,Normal,High Risk,Long,Long Distance
23115,S42,407,Train,3122,0.57,Monsoon,0.27,16,57,27,Normal,Medium Risk,Medium,Short Distance
23116,S2,1937,Ship,876,0.65,Peak,0.57,32,65,57,High,High Risk,Long,Long Distance
23117,S2,1823,Train,4397,0.39,Monsoon,0.27,38,39,27,Normal,Medium Risk,Long,Long Distance
23118,S49,584,Air,4712,0.59,Peak,0.28,39,59,28,Normal,Medium Risk,Long,Short Distance
23119,S41,1971,Ship,1008,0.62,Monsoon,0.11,29,62,11,High,Low Risk,Medium,Long Distance
23120,S24,560,Train,742,0.18,Normal,0.49,16,18,49,Normal,High Risk,Medium,Short Distance
23121,S12,355,Train,1649,0.34,Peak,0.4,13,34,40,Normal,Medium Risk,Short,Short Distance
23122,S15,1970,Air,954,0.99,Peak,0.27,109,99,27,Critical,Medium Risk,Very Long,Long Distance
23123,S10,489,Truck,3436,0.73,Peak,0.37,21,73,37,High,Medium Risk,Medium,Short Distance
23124,S2,72,Ship,1596,0.19,Peak,0.12,6,19,12,Normal,Low Risk,Short,Short Distance
23125,S33,979,Ship,2547,0.28,Monsoon,0.28,20,28,28,Normal,Medium Risk,Medium,Medium Distance
